SKU,Name,Description,Price,Image
VIT-1131,Green Made HemoFix (Quatrefolic),"HemoFix (Quatrefolic) is a dietary supplement that provides a bioactive form of folate, known as Quatrefolic, which is essential for various bodily functions including red blood cell formation and neurological health. This supplement is formulated to enhance folate absorption and utilization in the body.",,VIT-1131.jpg
VIT-1132,Green Made Hepalife,"Hepalife is a dietary supplement designed to support liver health and detoxification. It typically contains a blend of herbal ingredients such as milk thistle, dandelion root, and artichoke extract, which are known for their liver-protective properties.",,VIT-1132.jpg
VIT-1133,Green Made HMS,HMS by GREEN MADE is a dietary supplement designed to promote overall health and wellness. It contains a blend of essential nutrients and bioactive compounds aimed at supporting energy metabolism and immune health.,,VIT-1133.jpg
VIT-1134,Green Made Ibsium,"Ibsium by GREEN MADE is a dietary supplement designed to support digestive health, particularly for those experiencing symptoms of irritable bowel syndrome (IBS). It typically contains a blend of probiotics and fiber to help maintain gut flora balance and promote regularity.",,VIT-1134.jpg
VIT-1135,Green Made Joya One,Joya One is a dietary supplement designed to provide a blend of essential nutrients aimed at supporting overall health and well-being. It contains a variety of vitamins and minerals that help fill dietary gaps and promote optimal bodily functions.,,VIT-1135.jpg
VIT-1136,Green Made MaxiVit 30 caps,"MaxiVit is a dietary supplement designed to provide a comprehensive blend of essential vitamins and minerals to support overall health. Its formulation aims to fill nutritional gaps in the diet, promoting energy levels and immune health.",,VIT-1136.jpg
VIT-1137,Green Made Maxizinc 50 mg 50 mg,"Maxizinc 50 mg by GREEN MADE is a dietary supplement that provides a high dose of zinc, an essential mineral important for various bodily functions including immune support and cellular metabolism. This supplement is designed to help maintain adequate zinc levels in the body, particularly for individuals with dietary deficiencies.",,VIT-1137.jpg
VIT-1138,Green Made Medzyme,"Medzyme by GREEN MADE is a dietary supplement designed to support digestive health through the inclusion of digestive enzymes. It aims to enhance the body's ability to break down carbohydrates, proteins, and fats, promoting better nutrient absorption and overall digestive comfort.",,VIT-1138.jpg
VIT-1139,Green Made Neversick 30 caps new,"Neversick is a dietary supplement designed to support immune health and overall wellness. It contains a blend of vitamins, minerals, and herbal extracts known for their beneficial properties. This supplement aims to help the body maintain optimal health and resilience against common ailments.",,VIT-1139.jpg
VIT-1140,Green Made Nitrox,"Nitrox by GREEN MADE is a dietary supplement designed to enhance athletic performance and endurance. Formulated with key ingredients that promote nitric oxide production, it aims to improve blood flow, oxygen delivery, and overall exercise capacity.",,VIT-1140.jpg
VIT-1141,Green Made SafeLax 13g 13000 mg,"SafeLax 13g is a dietary supplement designed to promote digestive health and regularity. It typically contains a blend of natural ingredients aimed at supporting bowel function, making it suitable for individuals seeking relief from occasional constipation.",,VIT-1141.jpg
VIT-1142,Green Made Sideral Gocce,"Sideral Gocce is a dietary supplement designed to provide a bioavailable form of iron to support healthy iron levels in the body. It contains a unique formulation that enhances iron absorption and minimizes gastrointestinal discomfort, making it suitable for individuals needing to boost their iron intake.",,VIT-1142.jpg
VIT-1143,Green Made Supramag,Supramag is a dietary supplement formulated to support overall health and wellness. It contains a blend of essential vitamins and minerals designed to enhance energy levels and promote immune function.,,VIT-1143.jpg
VIT-1144,Green Made OsteoVie Plus,"OsteoVie Plus is a dietary supplement designed to promote bone health. It contains a blend of essential vitamins and minerals, including calcium and vitamin D, which are critical for maintaining strong bones and preventing osteoporosis.",,VIT-1144.jpg
VIT-1145,Green Made RedOx,RedOx is a dietary supplement designed to support overall health and wellness through its blend of antioxidants and other beneficial compounds. It aims to help combat oxidative stress and promote cellular vitality.,,VIT-1145.jpg
VIT-1146,Green Made Venocare,Venocare by GREEN MADE is a dietary supplement designed to support vascular health and circulation. It typically contains a blend of natural ingredients known for their potential benefits on blood flow and vein strength.,,VIT-1146.jpg
VIT-1147,Green Made GERIMAX 60 TABS,"GERIMAX 60 TABS is a dietary supplement designed to support overall health and vitality. It contains a blend of essential vitamins and minerals that help boost energy levels and enhance immune function, making it a great addition to your daily wellness routine.",,VIT-1147.jpg
VIT-1148,Green Made GERIMAX 30 TABS,"GERIMAX 30 TABS is a dietary supplement formulated to enhance energy and vitality, particularly for older adults. It contains a blend of essential vitamins and minerals that support overall health and well-being.",,VIT-1148.jpg
VIT-1149,Green Made LITOZIN 30 TABS,"LITOZIN is a dietary supplement designed to support joint health and mobility. It contains natural ingredients known for their antioxidant properties, which may help reduce inflammation and promote overall wellness.",,VIT-1149.jpg
VIT-1150,Green Made NORMOCALM 30 TABS,NORMOCALM is a dietary supplement designed to promote relaxation and support emotional well-being. It contains a blend of herbal ingredients traditionally used to help manage stress and anxiety.,,VIT-1150.jpg
